,L1,L2,Attendance,Weather,PitchCondition
44036,1.194574566,1.365586846,1,4,3
44037,1.487166334,0.947673426,1,2,1
44038,1.480164862,0.863786299,1,2,1
44039,1.434126672,1.271764173,1,2,1
44040,1.394201915,0.935907716,3,2,1
44041,1.400950716,0.895851843,1,2,1
44042,1.769615272,0.864664466,1,2,2
44043,1.671933113,0.850523109,1,2,3
44044,1.513179526,1.054980291,3,2,1
44045,1.064725319,1.29794246,3,5,2
44046,1.230637522,1.399342151,1,2,2
44047,1.183132461,1.383918951,1,2,2
44048,1.688580424,1.049153748,1,2,1
44049,2.055530914,0.554353642,3,2,1
44050,1.318858544,1.266511759,3,2,1
44051,1.706465187,0.871363856,1,2,1
44052,1.778568879,1.031017163,1,5,1
44053,1.540725668,1.187412411,1,5,1
44054,1.437552627,1.083824254,1,2,1
44055,1.283957523,1.061752101,1,1,1
44056,1.645909752,0.735643469,1,2,1
44057,1.229226629,1.099076477,1,2,2
44058,1.356463332,1.059013294,1,2,1
44059,1.308174956,1.159957481,1,2,2
44060,1.385351277,1.173618443,1,2,1
44061,0.943466501,1.489893011,1,3,2
44062,1.45922582,1.048329629,3,2,2
44063,1.409684968,0.930136353,1,2,2
44064,1.278774137,1.306524987,1,13,5
44065,1.453143844,0.912150178,1,6,5
44066,1.914148258,0.681846252,1,2,1
44067,0.981887086,1.293209432,3,2,1
44068,1.403438894,0.991899611,1,2,1
44069,1.257196689,1.433341144,3,2,1
44070,1.333240007,0.990774408,1,2,1
44071,1.670992435,0.632428986,1,2,2
44072,1.984964286,0.727704121,3,5,1
44073,1.338258227,0.976624924,1,2,2
44074,1.374878759,1.020856483,2,2,1
44075,1.541792818,1.073946267,1,2,1
44076,1.148268903,1.315564211,1,2,1
44077,1.283127628,1.235576739,3,2,1
44078,1.476457159,1.100254359,1,2,1
44079,1.678911112,0.967977385,1,2,1
44080,1.241539748,1.000856303,1,4,3
44081,1.48267245,1.186888134,4,3,1
44082,1.613450148,0.984787017,4,5,1
44083,1.582106027,0.927273268,1,2,1
44084,1.378833948,1.17376851,1,2,3
44085,1.748738086,0.888766234,1,2,1
44086,1.359496974,1.123964542,1,4,3
44087,1.486152037,1.333205555,1,2,1
44088,1.367564761,0.920518185,4,2,1
44089,1.434383217,0.991245423,1,5,1
44090,1.369860756,1.155547992,4,2,1
44091,1.373689867,0.861045621,1,2,1
44092,0.848565575,1.54853288,1,5,2
44093,1.7917936,0.89485683,1,5,1
44094,1.335580383,1.166579005,1,2,2
44095,1.438135814,1.108654631,1,2,2
44096,1.71736745,0.803592794,1,2,1
44097,1.426314737,0.909089653,1,3,2
44098,1.761504033,0.84105101,1,2,1
44099,1.646904709,0.811277996,1,3,1
44100,1.436210711,1.262081983,1,2,1
44101,1.181731338,1.309928475,1,5,1
44102,1.463509324,0.95564164,1,5,1
44103,1.143443383,1.386221559,1,2,1
44104,1.286976144,1.082047687,3,1,3
44105,1.101182422,1.424921204,3,2,1
44106,1.546505795,0.962605565,3,6,1
44107,0.845686912,1.359734071,1,6,1
44108,1.216298561,1.164498028,1,9,5
44109,1.491810685,1.011270947,1,4,3
44110,1.074892009,1.260329976,3,13,1
44111,1.544654366,0.970351204,1,2,1
44112,1.175673026,1.287757482,3,3,1
44113,1.073452061,1.339868111,1,5,1
44114,1.376938943,1.17706065,1,4,3
44115,0.938379213,1.454834797,1,2,3
44116,2.064645607,0.601309187,3,2,1
44117,1.686515268,0.73252111,1,5,1
44118,1.370562211,0.999074149,3,2,2
44119,1.551338158,0.774804264,1,2,1
44120,2.025107088,0.804840143,1,2,1
44121,1.27968142,1.12013644,1,2,1
44122,1.112278557,0.990049867,1,5,1
44123,1.617781329,0.682175398,1,6,1
44124,1.235356396,1.078567987,1,6,5
44125,1.592142214,0.916315991,3,2,1
44126,1.393086057,1.095433261,1,18,5
44127,1.217056379,0.972730754,1,3,2
44128,1.421334095,1.092113389,1,2,1
44129,1.567368776,0.858677426,1,4,3
44130,1.97586262,0.621135195,3,4,1
44131,1.915827324,0.8189316,1,2,1
44132,1.640911355,0.757150458,1,1,3
44133,1.28877887,1.125196667,1,5,1
44134,1.678625391,0.852406055,3,2,1
44135,1.689321056,0.892140065,4,2,1
44136,0.931909814,1.463419991,3,2,1
44137,1.706681364,0.93738095,1,2,1
44138,1.705168269,0.923554577,3,2,1
44139,1.292592021,1.132774074,1,2,2
44140,0.921262264,1.622940702,4,2,1
44141,1.162260292,1.482731551,1,2,2
44142,1.763646044,0.866653125,4,2,2
44143,1.29592976,1.160630301,1,2,1
44144,1.106094307,1.203183525,1,5,1
44145,1.625315235,0.798108473,1,13,2
44146,1.264266003,0.969475522,1,9,2
44147,1.331231887,0.899436878,2,7,9
44148,1.2872229,1.151195857,1,2,1
44149,1.456356276,0.890676353,1,2,1
44150,1.240130934,1.47947424,3,2,1
44151,0.898612288,1.615474007,1,2,1
44152,1.207673553,1.459941997,1,2,1
44153,1.4350452,1.034176708,1,2,1
44154,0.879463351,1.336677636,3,2,1
44155,1.763457493,0.805851405,1,4,3
44156,1.435783084,0.9380681,1,2,1
44157,1.421129395,0.927765114,3,3,1
44158,1.205202183,0.959901703,1,2,1
44159,1.439172586,0.933296978,1,2,1
44160,1.323401478,1.256391597,1,5,1
44161,0.85376215,1.76342596,3,5,3
44162,1.174540369,1.121233804,1,2,2
44163,1.503102427,0.787029529,1,2,2
44164,1.617647024,0.841664869,1,5,1
44165,1.345062019,1.011547407,1,5,1
44166,2.119922633,0.55748499,1,2,1
44167,1.308809995,1.026700399,1,5,1
44168,1.653691941,0.953526647,1,5,1
44169,0.932592775,1.531839764,1,5,2
44170,1.360223802,1.091542264,1,2,2
44171,1.167724253,1.231052388,1,2,2
44172,1.231920665,1.041282219,1,2,2
44173,1.202935336,1.090109228,1,2,2
44174,1.786459929,0.902933091,3,11,1
44175,1.153058904,1.083696915,1,7,3
44176,1.428259008,1.271370058,1,2,1
44177,1.112283285,1.53643512,1,9,2
44178,1.439362718,1.258774807,1,2,1
44179,1.391354378,1.019544761,1,2,1
44180,1.266229174,1.102523621,1,2,1
44181,1.208377377,1.010078236,1,2,1
44182,1.849312353,0.898390812,3,2,1
44183,1.316590189,1.197974326,1,2,1
44184,1.247110243,1.201445446,1,2,3
44185,1.362191069,1.056401745,3,2,1
44186,1.127383317,1.175373028,3,1,1
44187,1.927775186,0.747620977,3,2,3
44188,1.334420842,1.019812754,4,2,1
44189,1.517117342,1.260838273,1,2,2
44190,0.779118596,1.714847441,1,3,2
44191,1.415550027,1.02024052,1,2,1
44192,1.528004047,0.811977125,1,2,1
44193,1.006438724,1.292299632,1,2,1
44194,2.100901189,0.679894598,1,2,1
44195,1.229386127,1.018805474,1,5,1
44196,1.679534274,0.82850974,1,2,1
44197,0.9938312,1.268612487,1,5,3
44198,1.654276085,0.932560417,1,2,1
44199,1.603560414,0.816531096,1,4,3
44200,1.738938142,0.862717672,4,2,1
44201,1.082402496,1.238885693,1,4,3
44202,1.44803632,0.949648168,1,3,1
44203,1.493765612,0.923826525,1,2,2
44204,1.392747505,0.970357821,1,2,1
44205,1.296595623,1.356691015,1,2,2
44206,1.636501804,0.859700469,1,2,2
44207,2.015879435,0.883727972,3,5,1
44208,1.414138404,1.033038358,4,5,1
44209,1.097837331,1.508334159,1,2,2
44210,1.566035467,0.902297778,3,4,3
44211,1.571761286,0.796841027,1,2,1
44212,1.139031081,1.142666282,1,2,1
44213,1.292647603,1.07419234,1,5,3
44214,0.888642009,1.359212693,3,2,1
44215,1.05427188,1.230978013,1,3,1
44216,1.378643941,0.973584278,1,2,1
44217,1.212060399,1.095450803,1,3,2
44218,1.477250518,0.743110358,1,3,1
44219,1.859404393,0.922116674,1,2,1
44220,1.019937357,1.259515359,1,2,1
44221,1.45196121,0.961559042,3,2,1
44222,1.247244839,1.272479328,1,2,1
44223,1.394417653,1.014355914,1,2,2
44224,1.200272542,1.110180423,1,5,1
44225,2.70309883,0.636453201,3,5,1
44226,1.237704023,1.095673143,1,5,2
44227,0.980993887,1.47779137,1,5,1
44228,1.923476548,0.715295766,1,2,1
44229,1.201308096,1.005682356,1,4,3
44230,1.239596634,1.15273845,1,3,1
44231,1.173742957,1.445852593,1,5,1
44232,1.951170561,0.794370679,1,2,1
44233,1.300877739,1.018124312,1,13,5
44234,0.995862605,1.383152671,1,11,1
44235,1.630863827,0.85957392,1,5,1
44236,1.10267628,1.283415713,1,5,1
44237,1.146075304,1.275166531,1,1,1
44238,1.093219626,1.157953255,1,2,2
44239,0.786761462,1.478475439,1,5,1
44240,2.034019473,0.690703447,1,5,2
44241,0.843842461,1.740028304,1,5,1
44242,1.311721664,1.110732237,1,3,1
44243,0.760299498,1.821827187,1,2,3
44244,1.55104089,1.131819253,1,1,1
44245,1.093462127,1.275046902,3,2,1
44246,1.324604728,0.994541648,1,2,1
44247,1.844582232,0.923307776,3,5,1
44248,1.521494415,0.852018384,1,5,1
44249,1.355047105,1.04703864,1,2,1
44250,1.202368568,1.244077006,1,5,1
44251,1.469450927,1.048300102,1,2,1
44252,0.926282041,1.34311126,1,5,2
44253,1.372224913,1.010339825,1,5,2
44254,1.893150331,0.611471686,1,9,1
44255,1.375675585,1.011235871,1,2,10
44256,1.386989722,0.800403393,1,2,2
44257,1.982702101,0.621330147,1,11,5
44258,0.871326883,1.458964384,1,1,7
44259,1.285776225,1.013895395,1,2,1
44260,1.399624902,0.931095007,1,2,1
44261,1.308052186,1.283132488,3,2,1
44262,1.488687929,0.948306065,1,2,1
44263,1.832806068,0.619801027,1,2,1
44264,1.755938104,0.796767215,1,2,2
44265,1.363035584,1.242964462,1,2,1
44266,1.261377836,1.129721305,1,2,1
44267,1.523439777,0.654299453,1,2,1
44268,1.750538436,0.901959502,1,2,1
44269,1.133467805,1.231875357,1,2,1
44270,1.439573262,0.905476905,1,2,1
44271,1.640193759,0.805176745,1,1,1
44272,1.249406423,1.103558811,1,2,1
44273,1.555882566,1.023673575,1,2,1
44274,1.225713767,1.038779378,1,2,2
44275,1.808420508,0.843068474,1,2,1
44276,1.307520843,1.064619592,1,1,2
44277,1.343635968,1.061009793,1,2,2
44278,1.506940387,0.766126461,3,3,2
44279,1.251134826,1.257892558,1,3,2
44280,1.003595492,1.418741012,1,3,1
44281,0.986125903,1.36144087,1,2,1
44282,1.327956907,1.236133191,3,2,1
44283,1.750916013,1.052358152,5,3,1
44284,1.423109987,1.049222904,3,10,1
44285,1.181069476,1.274896727,1,3,2
44286,1.638613153,0.808130447,1,2,2
44287,1.68336354,0.817196104,3,3,1
44288,1.48582988,0.959832314,1,2,1
44289,1.983750657,0.791467284,1,2,1
44290,1.225497641,1.013880026,3,5,3
44291,1.394951649,1.070492356,1,2,1
44292,1.234306717,0.885021297,1,4,3
44293,1.312761985,1.100461439,3,1,2
44294,1.319755925,1.055608872,1,13,9
44295,1.330595365,1.258829042,1,9,1
44296,1.46160522,0.930604617,1,8,3
44297,1.401952861,1.049726419,1,9,2
44298,1.326537688,1.111355298,1,2,2
44299,1.524608706,0.941479747,3,5,1
44300,0.83713742,1.64650967,1,2,1
44301,1.257533204,1.278512116,1,2,2
44302,1.574777333,0.939556513,1,2,1
44303,1.75729027,0.692123713,1,2,1
44304,1.433695114,1.154426046,3,2,3
44305,1.458773299,1.03510259,3,1,2
44306,1.745614818,0.941417119,1,2,1
44307,1.213127692,1.415320947,2,2,1
44308,1.437808963,0.914303359,3,6,5
44309,1.352174359,1.083227013,3,2,2
44310,1.391798729,1.089622311,1,5,1
44311,1.22616708,1.253187449,1,2,1
44312,1.1616499,1.026191397,1,5,1
44313,1.183868437,1.330994844,3,5,1
44314,0.955090693,1.615145199,1,5,2
44315,1.304502978,0.957193135,1,2,1
44316,1.909979261,0.835305314,1,2,1
44317,0.826536915,1.664876293,1,2,1
44318,1.226724803,1.0088411,1,2,1
44319,1.323462453,1.025867271,1,1,2
44320,1.943117705,0.929448685,3,5,1
44321,1.320543998,1.123606495,3,2,1
44322,1.388891933,0.989211091,4,2,1
44323,1.269294558,1.143849905,1,2,2
44324,1.826087912,0.758308227,1,2,1
44325,0.887259983,1.561374437,1,2,1
44326,1.28178166,0.984188061,1,4,3
44327,1.707884525,0.901804839,1,10,1
44328,1.445764432,0.940917867,1,2,3
44329,0.857715984,2.01315725,1,2,1
44330,1.282093523,0.972511755,1,5,1
44331,1.141312227,1.239085505,1,2,1
44332,1.324816838,1.061599106,1,2,1
44333,1.044797177,1.483370946,1,2,2
44334,0.7758001,2.029796318,1,2,1
44335,1.577797819,0.968170112,4,4,3
44336,1.292116745,0.997631749,1,1,1
44337,1.221963361,1.038210356,1,2,2
44338,2.044122026,0.712764021,3,2,1
44339,1.40904462,0.984481476,1,4,1
44340,1.295100508,1.344620786,1,2,1
44341,1.383668034,1.204433148,1,2,2
44342,1.496213106,0.922474016,1,2,1
44343,1.331308345,1.006008838,1,3,1
44344,1.40122629,0.844833053,3,3,1
44345,1.377197264,0.929325945,1,3,1
44346,1.069001727,1.226990863,1,3,1
44347,1.649260377,0.769855037,3,2,1
44348,1.25912852,1.078124534,1,5,1
44349,1.56861349,0.786191532,1,2,1
44350,1.468612499,0.944758077,3,3,1
44351,1.667206145,0.761375532,3,5,1
44352,1.410003924,1.183205736,1,5,1
44353,1.365303011,1.000875722,1,5,1
44354,1.486173123,0.874141405,3,1,1
44355,1.114343116,1.457514878,1,5,1
44356,1.578408334,0.767578773,1,5,1
44357,1.202743351,1.386483653,4,5,1
44358,0.865780065,1.662709723,1,2,1
44359,1.370934413,0.993595794,1,2,1
44360,1.481809639,1.047827802,1,2,1
44361,1.191664852,1.309245562,1,2,2
44362,1.211788293,1.136988981,1,5,1
44363,1.858805791,0.794909397,3,2,1
44364,1.062666358,1.292098647,1,2,1
44365,1.405359149,1.035882556,1,5,1
44366,1.158395924,1.302628928,1,2,1
44367,1.360648646,1.054261077,1,5,1
44368,1.024296382,1.304839251,1,3,2
44369,1.057419782,1.195414651,3,3,1
44370,1.119239794,1.180387803,1,3,1
44371,1.420933776,1.045030325,3,2,1
44372,1.548698668,1.090154525,1,2,1
44373,1.328652153,1.120185683,1,2,1
44374,1.096054825,1.476109941,3,2,1
44375,1.254405303,1.296271855,1,2,1
44376,1.287984023,1.264574242,3,13,2
44377,1.432565849,0.988010069,3,2,5
44378,1.206637151,1.125936268,3,2,5
44379,1.237411358,1.186724519,1,2,1
44380,1.642895712,0.880874541,3,2,1
44381,1.560628767,0.886202798,1,2,1
44382,1.194514734,1.180856402,1,3,2
44383,1.2144406,1.188735991,1,17,11
44384,1.580000448,0.89572272,1,2,1
44385,1.272836502,1.253222561,4,2,1
44386,1.290249886,0.94923522,3,2,1
44387,1.186589744,0.981928336,1,2,1
44388,1.34753483,1.157480557,1,2,1
44389,0.873698358,1.814194053,3,2,2
44390,1.454962806,1.088514139,1,2,1
44391,1.333282556,1.277580288,1,2,1
44392,1.77300771,0.780232671,2,2,7
44393,1.424228781,0.957742384,1,2,2
44394,1.437241142,1.049291106,1,5,7
44395,1.06436565,1.098751401,3,2,1
44396,1.1557023,1.157706175,1,3,2
44397,1.095923821,1.385238789,3,2,1
44398,1.388671894,0.991516448,1,2,1
44399,0.972195891,1.663260177,1,2,1
44400,1.505725097,1.047758401,1,4,2
44401,1.295559862,1.142386665,3,5,1
44402,1.515386354,0.897523582,1,5,1
44403,1.857227454,0.794420113,3,5,3
44404,1.625910059,0.766096056,1,5,1
44405,2.018362518,0.583399633,3,2,1
44406,1.296079254,0.979302511,1,2,1
44407,1.251067573,1.391918804,1,2,2
44408,0.734626882,1.705327363,1,2,2
44409,1.305873672,1.082110955,1,2,1
44410,1.407765475,1.030118852,3,5,1
44411,1.083188986,1.160246883,4,5,1
44412,1.908080075,1.036909932,1,2,1
44413,1.492543022,0.902324792,1,2,1
44414,1.694510291,0.671935928,1,2,1
44415,2.10545904,0.644940958,3,2,1
44416,1.26912075,1.277367122,3,5,10
44417,1.599954936,0.635110592,1,13,5
44418,1.427901084,1.012231157,1,2,1
44419,1.879410641,0.663075302,1,13,5
44420,1.501473973,0.874597333,3,13,2
44421,1.509685834,0.982416346,1,2,1
44422,2.134801928,0.749518071,1,4,3
44423,1.572213957,1.041808404,1,2,1
44424,1.16703347,1.553093706,1,5,1
44425,1.274380721,1.193687907,5,2,1
44426,0.926840773,1.726571096,3,5,1
44427,1.772429265,0.963479943,4,5,1
44428,1.504171047,1.087863947,1,2,1
44429,1.456274616,1.022069192,1,2,1
44430,0.983961332,1.324337201,3,5,1
44431,1.27260177,1.198879207,1,5,1
44432,1.933323873,0.610510949,3,2,1
44433,1.54278842,1.047146607,1,2,1
44434,1.559202543,0.836594767,4,5,1
44435,1.399135045,0.981713574,3,2,1
44436,1.124037113,1.488741107,4,8,3
44437,1.282834129,1.401731548,1,2,1
44438,1.144497178,1.220278198,1,2,1
44439,1.529997365,0.996572426,1,5,1
44440,1.276566176,1.086669011,1,2,1
44441,1.454114281,1.072173428,1,5,1
44442,1.456687588,0.948482811,4,5,1
44443,1.149703622,1.230978445,1,4,3
44444,2.055859629,0.861938652,4,5,1
44445,1.991763571,0.702515596,1,2,1
44446,1.24253135,1.237401393,1,2,1
44447,1.128372761,1.412589838,1,5,1
44448,1.682076144,0.770674007,3,2,1
44449,1.439219744,0.929463425,1,9,5
44450,1.230920892,1.311946073,1,2,1
44451,1.983306767,0.671192726,3,13,5
44452,1.739253022,0.677353727,1,11,2
44453,1.359856716,0.942383382,1,13,5
44454,1.338832536,0.918121061,1,7,3
44455,1.407727559,1.047981297,1,2,1
44456,1.450814037,0.890107716,1,9,5
44457,1.647168576,0.794256574,1,2,1
44458,1.976029077,0.653904323,1,5,1
44459,1.2134682,0.974988725,1,2,1
44460,1.757566305,0.634355705,1,2,1
44461,1.479637853,0.92079961,1,2,1
44462,1.125668934,1.255416087,1,2,2
44463,1.139988727,1.053011358,1,3,2
44464,1.755402568,0.814070987,5,9,1
44465,1.509949004,0.974102911,3,2,2
44466,1.423538636,1.11347568,1,5,1
44467,1.413730498,1.09608859,1,4,3
44468,2.014594847,0.692599927,1,5,1
44469,1.08526954,1.328991932,4,2,2
44470,1.703495142,0.915877009,1,2,2
44471,1.204590173,1.080314237,1,5,1
44472,1.198226625,1.023648137,1,1,1
44473,1.554979836,1.04733359,1,5,1
44474,1.281605875,1.258278256,1,5,1
44475,1.615113516,0.902317461,1,2,1
44476,1.713966787,0.665605453,1,1,5
44477,2.211265764,0.556927962,1,2,3
44478,1.205111309,1.322595498,1,1,1
44479,1.165966276,1.234440163,1,2,1
44480,1.430915726,0.776153361,3,5,1
44481,1.527927784,1.021758091,1,2,1
44482,1.439757045,0.906535872,1,18,2
44483,1.38696606,1.057155807,3,2,1
44484,1.618767517,1.028684399,2,2,1
44485,1.760865184,0.853437694,1,2,2
44486,1.570911602,1.097111158,1,2,1
44487,1.699406824,0.855193711,1,2,1
44488,1.441650451,0.913790596,1,2,2
44489,1.034012235,1.487744236,3,5,1
44490,1.389944563,0.998789319,1,2,2
44491,1.225209814,0.998976318,1,3,1
44492,1.236820994,1.235623287,1,2,1
44493,1.887651551,0.850384104,1,2,1
44494,0.881951738,1.519863048,2,4,3
44495,1.16102569,1.211560898,1,4,3
44496,1.672333448,0.805929117,1,4,3
44497,1.786850066,0.711704135,3,2,1
44498,1.37231173,0.949056745,4,4,3
44499,1.267658894,1.089462641,1,2,1
44500,1.299251186,1.036602661,1,2,1
44501,1.240342337,1.131658404,1,2,1
44502,1.278366143,1.084336973,1,2,1
44503,1.281432727,1.011955632,1,2,1
44504,1.419953068,0.878283349,1,2,1
44505,1.263301279,1.132965282,1,2,1
44506,1.100596038,1.177241952,1,2,2
44507,1.400266725,1.030057738,1,2,1
44508,1.249297069,1.517117128,1,5,1
44509,2.084036,0.740253445,3,5,3
44510,1.64289942,0.78746387,1,2,1
44511,1.119404875,1.262686774,1,2,1
44512,1.137261252,1.312016535,3,2,1
44513,1.210564567,1.035205171,1,5,1
44514,1.806296847,0.905632582,1,5,1
44515,1.111747209,1.140082482,1,2,1
44516,1.484849195,0.942203462,1,2,1
44517,1.128215715,1.360114275,1,5,1
44518,1.431823153,0.983936409,1,2,1
44519,1.894953927,0.864904574,1,5,1
44520,1.364726313,0.991066625,1,2,1
44521,1.356303051,1.22978904,1,5,1
44522,2.334420872,0.634810454,3,2,1
44523,1.297795286,0.968715477,1,2,1
44524,1.282178023,1.078944626,1,1,1
44525,1.314268649,1.061634054,3,2,1
44526,1.547610426,0.960669497,1,5,1
44527,1.779970338,0.706155789,3,2,1
44528,1.302350501,0.929317939,3,2,1
44529,1.155533024,1.133608241,1,5,1
44530,1.407600375,0.962658993,3,4,3
44531,1.130120761,1.092503736,1,2,1
44532,1.099989866,1.307436507,1,2,1
44533,0.937255416,1.430615236,1,2,1
44534,1.381604893,0.949739736,1,9,1
44535,1.440599386,0.799812396,1,11,1
44536,1.463351733,0.895292852,5,9,2
44537,1.212578537,1.115561433,1,3,1
44538,1.77445994,0.793700485,3,9,5
44539,1.598122908,0.821330656,1,11,5
44540,1.120988232,1.224758298,1,6,1
44541,1.582718684,0.762580548,3,6,1
44542,1.318311864,1.009853321,3,6,10
44543,1.352873021,0.943018482,1,9,2
44544,1.540002183,1.02150672,1,2,1
44545,0.860729126,1.485424919,1,6,1
44546,1.263823398,0.947912206,1,9,1
44547,1.219541364,1.037949826,1,2,10
44548,1.534313039,1.030392861,3,2,2
44549,1.801048522,0.808467095,1,4,4
44550,1.977161547,0.853456402,1,2,1
44551,1.774636197,0.695084751,3,5,2
44552,0.877017386,1.392380069,1,2,1
44553,2.989713009,0.39019396,3,1,1
44554,1.329671139,1.012606758,1,5,7
44555,0.680597335,1.944074438,1,17,1
44556,1.588768322,0.857137685,1,5,1
44557,0.437488297,3.117094687,2,2,1
44558,4.022881502,0.314583546,3,5,1
44559,2.548188485,0.539643781,3,2,1
44560,3.608685605,0.722236043,1,2,1
44561,2.044469019,0.709429167,1,2,7
44562,2.631444514,0.47623855,1,2,2
44563,0.86056933,1.472149869,3,5,1
44564,0.694095239,2.125931357,1,4,3
44565,3.280216833,0.726867521,1,1,1
44566,2.549941107,0.453105006,1,2,1
44567,2.910623016,0.573932411,1,2,2
44568,2.762363607,0.406865944,1,2,1
44569,1.077675654,1.427035513,1,2,2
44570,2.783497523,0.354016812,1,1,1
44571,2.067898729,0.509974351,1,5,1
44572,2.344556048,0.534481944,3,5,1
44573,2.511988238,0.608130883,3,5,2
44574,0.931603048,1.576988013,1,2,1
44575,0.781405165,2.146405074,3,2,1
44576,2.185170049,0.611167176,1,1,7
44577,3.658864792,0.6403312,1,5,1
44578,0.486207945,1.790367381,1,2,1
44579,0.488705466,2.462619121,1,4,3
44580,0.700203174,1.946431998,1,1,7
44581,0.691864653,2.025224176,1,5,1
44582,1.060641857,1.454272024,1,2,1
44583,1.91333425,0.577263583,1,1,7
44584,0.711474391,2.332048044,1,4,3
44585,1.870286023,0.819801755,1,2,1
44586,2.481500734,0.562292674,1,5,2
44587,1.572712711,0.786457131,3,2,2
44588,0.820504329,1.893793974,1,4,3
44589,2.27893756,0.463457557,1,5,1
44590,1.119117643,1.302931992,3,2,1
44591,1.006932016,1.754687335,1,11,1
44592,2.922021008,0.284302971,1,2,1
44593,1.341438914,1.249026258,3,5,1
44594,2.996643938,0.543138935,1,2,1
44595,0.921263031,1.348266554,2,5,3
44596,0.893103904,1.269714554,1,5,7
44597,2.92754595,0.573070346,1,5,6
44598,0.752468716,2.762987343,1,5,6
44599,1.109650266,2.068501472,1,2,6
44600,1.322847255,1.587098892,1,6,5
44601,2.171505414,1.046549673,3,5,6
44602,1.570327744,1.102776747,1,2,6
44603,1.606691771,1.291945271,1,5,6
44604,1.447353036,1.120999965,3,9,6
44605,2.058413761,1.149584022,1,2,6
44606,1.408066712,1.762978915,2,2,6
44607,2.394758711,0.803370048,1,4,6
44608,2.674202776,0.973586097,1,5,6
44609,1.749588341,0.995079778,1,8,6
44610,1.440809431,1.288557288,1,2,7
44611,1,1,1,2,6
44612,1.439011008,1.856748848,1,4,6
44613,1.612868773,1.243032863,1,9,5
44614,1.378201081,1.740675736,1,5,1
44615,1.32970571,1.681393318,1,2,1
44616,2.343896639,0.808959757,1,4,1
44617,1.623817981,1.730341399,1,5,1
44618,1.679007753,1.215785458,2,2,6
44619,1.199837778,1.64874629,5,3,6
44620,1.897300904,1.026848347,3,5,6
44621,1.341652395,1.921853851,1,4,6
44622,1.323870444,1.511022102,1,2,6
44623,2.32334801,0.653470887,1,1,6
44624,1.872299247,1.074143315,1,2,6
44625,0.659317509,2.406744656,1,3,6
44626,1.653296069,0.992845665,1,13,10
44627,1.963163576,0.759425168,1,2,6
44628,2.075930954,0.700895242,3,2,6
44629,2.195986187,0.847874573,1,3,6
44630,1.303517556,1.751059449,1,2,6
44631,1.490706004,1.477145135,1,1,6
44632,2.75056668,1.006060878,1,5,1
44633,1.589000833,1.422929515,1,5,5
44634,1.798260623,1.088966595,1,4,6
44635,1.606584676,1.374868089,3,2,6
44636,1.450342196,1.514547985,1,2,6
44637,1.177707725,2.106056081,1,2,1
44638,1.486184275,1.691343342,1,2,6
44639,1.840077241,1.174043159,1,2,1
44640,1.737886002,1.260332614,1,2,6
44641,2.317827645,0.867023386,5,2,6
44642,1.277079639,1.704574645,1,5,6
44643,2.094874829,0.964223669,1,2,1
44644,1.264764935,1.726932979,1,4,6
44645,3.239357846,0.551019345,1,2,1
44646,2.204889227,0.796278323,1,4,6
44647,1.111258057,1.693976854,1,14,1
44648,1.43094133,1.772761466,1,3,6
44649,1.957047285,1.088955398,1,5,6
44650,1.436948504,1.393176963,1,2,6
44651,1.353306824,2.453366171,1,2,1
44652,1.17840953,1.839448889,1,2,1
44653,1.947091626,1.36137693,1,5,6
44654,1.766520893,0.833211348,1,2,1
44655,1.369668282,2.008091093,5,2,1
44656,0.969209223,1.21280299,1,2,3
44657,1.594852275,1.116350399,1,2,3
44658,2.340867678,0.827644464,1,5,6
44659,1.576848718,1.268734274,1,5,6
44660,2.40988651,0.748250445,1,5,1
44661,0.956006265,1.861594317,1,7,6
44662,1.497048014,1.318163553,1,4,6
44663,1.847519885,1.203333536,1,2,6
44664,2.415823771,0.805632275,3,2,6
44665,3.09821632,0.556798128,1,2,1
44666,1.562509861,1.255228429,3,2,1
44667,1.205185338,1.523885654,1,2,1
44668,1.150271956,1.309264681,2,1,1
44669,1.981049108,1.072605796,3,2,1
44670,1.269687564,1.386106097,3,2,1
44671,1.040530855,1.733201274,3,2,2
44672,1.125338929,1.215246809,1,2,1
44673,1.536461346,0.867159481,3,2,1
44674,1.249487738,1.595749818,1,11,5
44675,1.360357982,1.222668316,3,3,2
44676,2.440133152,0.520059969,3,3,2
44677,1.592163257,0.94791569,3,3,1
44678,1.672696747,1.04360179,3,2,1
44679,1.230912278,1.085571744,3,2,1
44680,1.420537402,0.631736089,3,5,1
44681,0.973857369,1.540109882,3,2,1
44682,0.990736245,1.587015657,1,2,1
44683,1.536702137,0.788091713,1,4,1
44684,1.271079681,1.541693978,1,2,1
44685,1.291184039,1.10094174,2,11,9
44686,1.479776976,1.129653091,1,2,1
44687,1.201416714,1.770530933,3,2,1
44688,1.039033074,1.215657168,3,2,1
44689,2.668239308,0.601720067,3,6,2
44690,1.441650712,0.983745683,2,4,1
44691,1.299484973,1.463830896,2,2,1
44692,1.805822302,1.024512207,1,2,2
44693,1.982484616,0.728381499,1,2,2
44694,1.323298754,1.078181239,3,2,2
44695,1.041772478,1.959241135,3,2,1
44696,1.493739293,1.358308685,3,2,1
44697,1.601791336,0.92433581,3,19,2
44698,1.71325307,0.781680336,1,2,2
44699,1.922129934,1.008082092,3,2,1
44700,1.319638525,1.615514002,3,2,1
44701,0.68647333,1.590283363,1,2,1
